Product ID,Product Name,Brand,Price,Quantity,Floor,Section,Category,Image URL
P1037,Oil,Saffola,4188.83,29,1,1,Groceries,"https://m.media-amazon.com/images/I/612VxcnVxrL._AC_UF894,1000_QL80_.jpg"
P1038,Oil,Dalda,3177.74,59,1,1,Groceries,https://punjabistore.com.pk/wp-content/uploads/2022/02/Dalda-Cooking-Oil.jpg
P1039,Oil,Sundrop,3250.15,46,1,1,Groceries,https://prod-assets.inalipa.co.tz/products/d73e2426815cb8a29b365d69d8bf77.jpg
P1040,Oil,Gemini,2844.04,76,1,1,Groceries,https://www.jiomart.com/images/product/original/490012720/gemini-refined-sunflower-oil-5-l-product-images-o490012720-p490012720-0-202309090429.jpg
P1041,Salt,Tata,2578.3,51,1,1,Groceries,https://m.media-amazon.com/images/I/616LG6VGBWL.jpg
P1042,Salt,Aashirvaad,1110.84,37,1,1,Groceries,https://m.media-amazon.com/images/I/81Jv9RTTQUL.jpg
P1043,Salt,Catch,1571.38,49,1,1,Groceries,https://m.media-amazon.com/images/I/61NKu6+rWtL.jpg
P1044,Salt,Nirma,963.51,18,1,1,Groceries,https://rukminim2.flixcart.com/image/850/1000/kz7bcsw0/salt/o/r/j/1-shudh-1-iodized-salt-nirma-original-imagb9a4jjhxz7ts.jpeg?q=90&crop=false
P1045,Salt,Annapurna,4014.51,45,1,1,Groceries,https://bigsampsmarket.com/wp-content/uploads/2024/05/Anapuna.jpg
P1046,Tea,Tata Tea,184.01,66,1,1,Groceries,https://www.tataconsumer.com/sites/g/files/gfwrlq316/files/TCPL_Tata-Tea-product-portfolio_v2_0.jpg
P1047,Tea,Brooke Bond,1721.26,34,1,1,Groceries,"https://m.media-amazon.com/images/I/71GL6S2vt+L._AC_UF894,1000_QL80_.jpg"
P1048,Tea,Lipton,769.46,31,1,1,Groceries,https://images.ctfassets.net/e8bhhtr91vp3/u57hlD2mehS7ea03vStqA/7cf1b42f85ac8c6ca43711c7c52a78ec/PNG-LPT_100ct_Plunge_2022_5000x5000.webp?w=800&q=70
P1049,Tea,Wagh Bakri,3948.25,87,1,1,Groceries,"https://m.media-amazon.com/images/I/51VhGYHTeXL._AC_UF894,1000_QL80_.jpg"
P1050,Tea,Society,1483.46,29,1,1,Groceries,https://image.adsoftheworld.com/6c299l334egzk8ed9zm3o9ohxpgg
P1051,Mobile,Samsung,1852.53,41,1,2,Electronics,https://www.notebookcheck.net/fileadmin/Notebooks/News/_nc3/Evolutia_camerelor_foto_pe_seria_emblematica_Samsung_Galaxy_S_8.png
P1052,Mobile,Apple,2827.87,43,1,2,Electronics,https://www.apple.com/v/iphone/home/bx/images/overview/consider_modals/environment/modal_trade_in__k5xx81wg61ei_large.jpg
P1053,Mobile,Xiaomi,2435.2,28,1,2,Electronics,https://i02.appmifile.com/976_operatorx_operatorx_opx/23/02/2024/c4866f7bdd20c6ed7acf6082417dd340.png
P1054,Mobile,OnePlus,1158.91,73,1,2,Electronics,"https://image01.oneplus.net/ebp/202304/11/1-m00-43-ec-ckvtlmq0_d2afrwnaanmzr5p60g201.png?x-amz-process=image/format,webp/quality,Q_80"
P1055,Mobile,Realme,2957.56,54,1,2,Electronics,https://cdn.vox-cdn.com/thumbor/WGfqNpljNczLXLhVCekh-37BWZA=/0x0:2100x1400/1400x1400/filters:focal(1342x704:1343x705)/cdn.vox-cdn.com/uploads/chorus_asset/file/24464849/bg_88fb5fbaca.jpg
P1056,Laptop,HP,97.71,63,1,2,Electronics,https://www.hp.com/ca-en/shop/Html/Merch/Images/c08505208_1750x1285.jpg
P1057,Laptop,Dell,531.4,70,1,2,Electronics,"https://i.dell.com/is/image/DellContent//content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/14-3420/media-gallery/peripherals_laptop_latitude_3420nt_gallery_1.psd?fmt=pjpg&pscan=auto&scl=1&wid=3319&hei=2405&qlt=100,1&resMode=sharp2&size=3319,2405&chrss=full&imwidth=5000"
P1058,Laptop,Lenovo,457.79,11,1,2,Electronics,https://p3-ofp.static.pub/fes/cms/2022/12/28/lnfmv13jwu5nb0xzzmczeytk58lh6e366455.png
P1059,Laptop,Asus,711.37,52,1,2,Electronics,https://m.media-amazon.com/images/I/71Hy5SYr3tL.jpg
P1060,Laptop,Acer,2554.9,56,1,2,Electronics,"https://static-ecpa.acer.com/media/catalog/product/a/s/aspire-1_a115-32_non-fp-non-backlit_silver_gallery_05_1.png?optimize=high&bg-color=255,255,255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg"
P1061,Smart Watch,Apple,640.44,86,1,2,Electronics,"https://m.media-amazon.com/images/I/71LfnkRgZ4L._AC_UF894,1000_QL80_.jpg"
P1062,Smart Watch,Samsung,2680.13,81,1,2,Electronics,https://images.samsung.com/is/image/samsung/p6pim/uk/2407/feature/uk-feature---x20-542438596?$FB_TYPE_I_JPG$
P1063,Smart Watch,Fitbit,2933.77,67,1,2,Electronics,"https://m.media-amazon.com/images/I/51MUa0WUSKL._AC_UF1000,1000_QL80_.jpg"
P1064,Smart Watch,Garmin,721.79,94,1,2,Electronics,"https://res.garmin.com/transform/image/upload/b_rgb:FFFFFF,c_pad,dpr_2.0,f_auto,h_400,q_auto,w_400/c_pad,h_400,w_400/v1/Product_Images/en/products/010-02540-34/v/pd-02-xl-275f005c-0ada-4beb-bd93-c5a750758461?pgw=1"
P1065,Smart Watch,Noise,1505.96,49,1,2,Electronics,https://i.ytimg.com/vi/e_iwrKkb5cc/maxresdefault.jpg
P1066,Headphones,Boat,3626.23,27,1,2,Electronics,"https://m.media-amazon.com/images/I/71ISIssoVFL._AC_UF1000,1000_QL80_.jpg"
P1067,Headphones,Sony,3058.87,68,1,2,Electronics,"https://m.media-amazon.com/images/I/61AQDfwqfqL._AC_UF894,1000_QL80_.jpg"
P1068,Headphones,JBL,2122.56,55,1,2,Electronics,"https://m.media-amazon.com/images/I/61oGAG5r7cL._AC_UF894,1000_QL80_.jpg"
P1069,Headphones,Sennheiser,4951.86,45,1,2,Electronics,https://media.graphassets.com/9NFzjzfOQtOY0pbmyUO5
P1070,Headphones,Bose,4936.69,58,1,2,Electronics,https://m.media-amazon.com/images/I/61rgsnfRJlL.jpg
P1071,Television,LG,1515.97,52,1,2,Electronics,https://www.lg.com/africa/images/plp-b2c/plp-b2c-3/TV-UHD-Category-Banner-Mobile.jpg
P1072,Television,Sony,4642.28,56,1,2,Electronics,https://i.rtings.com/assets/pages/ywyg5sua/best-sony-tvs-20230825-3-medium.jpg?format=auto
P1073,Television,Samsung,4087.37,67,1,2,Electronics,https://images.samsung.com/is/image/samsung/assets/us/tvs/08142024/SG24-115K-0803-ShopperCreative-PCD-ImagesUpdate_NeoOLED8K_720x540_V2.jpg?$720_N_JPG$
P1074,Television,Mi,3673.9,67,1,2,Electronics,https://i01.appmifile.com/webfile/globalimg/products/m/mi-tv-p1-32/m-specs-header02.png
P1075,Television,TCL,4236.07,78,1,2,Electronics,https://www.tcl.com/usca/content/dam/tcl/products/home-theater/55-65R646_Master_0000s_0000_Front-copy.png
P1076,Camera,Canon,261.62,15,1,2,Electronics,https://i1.adis.ws/i/canon/eos-r7-lifestyle_c604337a3b374a94a080d40b43f3a920?$70-30-header-4by3-dt-jpg$
P1077,Camera,Nikon,1713.56,85,1,2,Electronics,https://upload.wikimedia.org/wikipedia/commons/d/d4/2023_Nikon_D90_%281%29.jpg
P1078,Camera,Sony,2840.36,36,1,2,Electronics,"https://m.media-amazon.com/images/I/71qP7wR8KkL._AC_UF894,1000_QL80_.jpg"
P1079,Camera,Fujifilm,2424.35,86,1,2,Electronics,https://fujifilm-x.b-cdn.net/wp-content/uploads/2022/05/sgew_x-h2s_thum-1.png
P1080,Camera,Panasonic,2752.24,6,1,2,Electronics,https://shop.panasonic.com/cdn/shop/files/category-tile_camcorder.jpg?v=1690930604&width=1200
P1081,Tablet,Apple,1523.19,58,1,2,Electronics,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-unselect-gallery-1-202405_FMT_WHH?wid=1280&hei=720&fmt=p-jpg&qlt=80&.v=YXpaUEtKWGhlNnNrVGZkTEo4T0xsN2dzSmpObkZCM3MrNmJ5SkhESlNDaUNOeTJ0NG53OUFoWllqZzhOc3p1UzN0bWR6ME9RYmIrVG9PSXZFalM2aHdBb0pjWml6bllCL0Y5a1RKc2gxZjlIaERUT3FJbHFiWTlmb2lodm1tWE5BYzJOWEFVWXIzMVgzRTh3OWFLOTN3&traceId=1
P1082,Tablet,Samsung,4966.99,20,1,2,Electronics,https://img.us.news.samsung.com/us/wp-content/uploads/2019/07/30155346/Product-Image-Galaxy-Tab-S6-2.jpg
P1083,Tablet,Lenovo,784.23,67,1,2,Electronics,https://p1-ofp.static.pub//fes/cms/2024/05/24/l00v181zmokewobpvy9j8uw8pw9wnl135377.png
P1084,Tablet,Microsoft,3902.16,53,1,2,Electronics,https://cdn-dynmedia-1.microsoft.com/is/image/microsoftcorp/surface-pro-11th-edition-sapphire-surface-pro-flex-keyboard-sapphire?fmt=png-alpha&scl=1
P1085,Tablet,Huawei,1551.95,8,1,2,Electronics,https://m.media-amazon.com/images/I/61sjJDM2aIL.jpg
P1086,Speaker,JBL,3219.83,78,1,2,Electronics,https://kh.jbl.com/dw/image/v2/AAUJ_PRD/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw8870fbe0/1_JBL_PARTYBOX_110_HERO_x2.png?sw=537&sfrm=png
P1087,Speaker,Sony,446.96,96,1,2,Electronics,"https://m.media-amazon.com/images/I/614pmXRPMFL._AC_UF894,1000_QL80_.jpg"
P1088,Speaker,Boat,2569.64,31,1,2,Electronics,https://dms.mydukaan.io/original/jpeg/upload_file_service/8b242f8a-2fd6-4fac-98d3-e90e432c44f7/718dqdku9tl-sl1500.jpg
P1089,Speaker,Bose,3775.01,77,1,2,Electronics,https://assets.bosecreative.com/transform/f574ddcc-222b-4dd5-be1f-fa5f0ce781bc/SLF_product-silo_black_bundle_1200x1022
P1090,Speaker,Philips,3121.27,28,1,2,Electronics,https://images.philips.com/is/image/philipsconsumer/3dbaf514e89a4a449283b0cc0112e89d?wid=700&hei=700&$pnglarge$
P1091,Router,TP-Link,4390.53,83,1,2,Electronics,https://static.tp-link.com/TL-WR841N_EU_14.0_01_normal_1524475416205s.jpg
P1092,Router,Netgear,1745.03,82,1,2,Electronics,https://www.netgear.com/cid/fit/1024x633/to/jpg/https/www.netgear.com/media/B1_r7000p_32_tcm148-139424.png
P1093,Router,D-Link,4214.25,49,1,2,Electronics,https://www.dlink.com/uk/en/-/media/product-pages/dir/615/dir615h2imagelfrontgb.png
P1094,Router,Asus,3391.72,78,1,2,Electronics,https://dlcdnwebimgs.asus.com/gain/1BB9AD26-5858-42DB-82F9-8AB4D7EE31B2
P1095,Router,Tenda,4309.74,94,1,2,Electronics,"https://m.media-amazon.com/images/I/61+48ep-45L._AC_UF350,350_QL80_.jpg"
P1096,Charger,Boat,4777.9,68,1,2,Electronics,https://chargerboats.com/wp-content/uploads/2020/10/198-Elite-scaled.jpg
P1097,Charger,Mi,910.03,53,1,2,Electronics,https://m.media-amazon.com/images/I/51DIL3GSefL.jpg
P1098,Charger,Samsung,444.46,1,1,2,Electronics,https://m.media-amazon.com/images/I/61yGmjxxulL.jpg
P1099,Charger,Ambrane,4222.63,99,1,2,Electronics,https://m.media-amazon.com/images/I/51vNMkTB4WL.jpg
P1100,Charger,Anker,1833.91,69,1,2,Electronics,https://cdn.shopify.com/s/files/1/0493/9834/9974/files/Rectangle8.png?v=1690893875
P1101,T-shirt,Nike,87.44,77,1,3,Clothing,"https://static.nike.com/a/images/t_PDP_936_v1/f_auto,q_auto:eco/3faa12a1-e568-4fc8-8924-1e1705aad704/W+NSW+CLUB+SS+TEE.png"
P1102,T-shirt,Adidas,2328.83,78,1,3,Clothing,"https://assets.adidas.com/images/w_600,f_auto,q_auto/825d33b9f25a4a69b2baac4600ea0e04_9366/Essentials_Big_Logo_Tee_Black_GK9120_01_laydown.jpg"
P1103,T-shirt,Puma,2900.02,72,1,3,Clothing,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_600,h_600/global/838302/01/mod01/fnd/PNA/fmt/png/Iconic-V-Neck-T-Shirt"
P1104,T-shirt,Levi's,2886.45,58,1,3,Clothing,"https://lsco.scene7.com/is/image/lsco/177830137-dynamic1-pdp-lse?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=2000&hei=1840"
P1105,T-shirt,HRX,3055.73,14,1,3,Clothing,https://nimbuscluster.blob.core.windows.net/server01/hrx/product/productImage-Dy4HiouWWe7myyZF4Z3Xo-1662610562
P1106,Jeans,Levi's,4826.22,40,1,3,Clothing,"https://lsco.scene7.com/is/image/lsco/005010134-alt1-pdp-ld?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=2000&hei=1840"
